TICKET_ID,CUSTOMER_ID,PURCHASE_DATE,PROMO_APPLIED ,CATEGORY_OF_TICKET_ID,CATEGORY_OF_TICKET_DESC,PAYMENT_METHOD_ID,PAYMENT_METHOD_DESC,PURCHASE_MODE ,PRICE
733,CD0089,10-03-2020,1,1,Annual pass,2,Credit Card,Online,700
734,CD0057,23-05-2020,0,1,Annual pass,4,Online Payment,Online,800
735,CD0076,16-04-2020,0,3,Daily Pass,4,Online Payment,Offline,150
736,CD0024,15-02-2020,0,2,Parking ticket,3,Debit Card,Offline,20
737,CD0116,18-12-2019,1,1,Annual pass,4,Online Payment,Online,700
738,CD0001,18-06-2020,0,2,Parking ticket,4,Online Payment,Offline,20
739,CD0014,07-06-2020,1,3,Daily Pass,1,Cash,Offline,120
740,CD0134,05-01-2020,0,3,Daily Pass,4,Online Payment,Online,150
741,CD0119,10-07-2020,0,3,Daily Pass,3,Debit Card,Offline,150
742,CD0036,15-02-2020,0,3,Daily Pass,1,Cash,Online,150
743,CD0132,23-03-2020,0,3,Daily Pass,2,Credit Card,Online,150
744,CD0113,05-04-2020,0,3,Daily Pass,3,Debit Card,Online,150
745,CD0046,06-08-2020,1,3,Daily Pass,2,Credit Card,Offline,120
746,CD0083,16-05-2020,0,1,Annual pass,2,Credit Card,Offline,800
747,CD0059,23-06-2020,0,3,Daily Pass,4,Online Payment,Online,150
748,CD0051,30-06-2020,0,2,Parking ticket,4,Online Payment,Online,20
749,CD0026,08-12-2019,0,1,Annual pass,2,Credit Card,Online,800
750,CD0125,04-05-2020,1,2,Parking ticket,1,Cash,Offline,20
751,CD0039,09-04-2020,0,1,Annual pass,3,Debit Card,Online,800
752,CD0034,22-03-2020,1,3,Daily Pass,2,Credit Card,Online,120
753,CD0016,25-03-2020,0,2,Parking ticket,3,Debit Card,Offline,20
754,CD0080,05-05-2020,1,3,Daily Pass,3,Debit Card,Online,120
755,CD0022,21-05-2020,0,1,Annual pass,1,Cash,Offline,800
756,CD0043,21-12-2019,0,3,Daily Pass,1,Cash,Online,150
757,CD0137,10-03-2020,0,2,Parking ticket,1,Cash,Online,20
758,CD0102,29-07-2020,1,2,Parking ticket,4,Online Payment,Offline,20
759,CD0121,26-11-2019,1,1,Annual pass,3,Debit Card,Online,700
760,CD0063,30-11-2019,1,2,Parking ticket,1,Cash,Offline,20
761,CD0149,25-05-2020,1,1,Annual pass,1,Cash,Offline,700
762,CD0045,29-02-2020,0,2,Parking ticket,4,Online Payment,Online,20
763,CD0083,21-07-2020,1,3,Daily Pass,3,Debit Card,Offline,120
764,CD0096,13-04-2020,1,2,Parking ticket,3,Debit Card,Offline,20
765,CD0075,15-11-2019,1,3,Daily Pass,1,Cash,Offline,120
766,CD0030,02-12-2019,0,2,Parking ticket,1,Cash,Online,20
767,CD0022,28-03-2020,0,3,Daily Pass,1,Cash,Offline,150
768,CD0007,28-03-2020,0,3,Daily Pass,1,Cash,Online,150
769,CD0035,04-07-2020,1,1,Annual pass,4,Online Payment,Online,700
770,CD0089,21-01-2020,0,2,Parking ticket,1,Cash,Offline,20
771,CD0150,25-03-2020,0,3,Daily Pass,3,Debit Card,Online,150
772,CD0022,06-11-2019,0,3,Daily Pass,3,Debit Card,Online,150
773,CD0104,27-12-2019,1,1,Annual pass,1,Cash,Offline,700
774,CD0073,16-01-2020,1,2,Parking ticket,1,Cash,Offline,20
775,CD0014,29-07-2020,0,3,Daily Pass,1,Cash,Online,150
776,CD0022,13-06-2020,0,1,Annual pass,3,Debit Card,Online,800
777,CD0120,07-11-2019,0,1,Annual pass,1,Cash,Offline,800
778,CD0146,24-04-2020,0,1,Annual pass,3,Debit Card,Online,800
779,CD0102,12-05-2020,0,1,Annual pass,1,Cash,Offline,800
780,CD0114,11-02-2020,1,2,Parking ticket,1,Cash,Online,20
781,CD0095,29-04-2020,0,2,Parking ticket,1,Cash,Online,20
782,CD0063,22-05-2020,0,2,Parking ticket,2,Credit Card,Offline,20
783,CD0111,20-06-2020,0,1,Annual pass,3,Debit Card,Offline,800
784,CD0142,15-07-2020,0,1,Annual pass,2,Credit Card,Offline,800
785,CD0094,18-12-2019,1,2,Parking ticket,3,Debit Card,Online,20
786,CD0058,06-11-2019,1,3,Daily Pass,4,Online Payment,Offline,120
787,CD0112,16-04-2020,1,1,Annual pass,3,Debit Card,Offline,700
788,CD0135,02-07-2020,0,3,Daily Pass,1,Cash,Offline,150
789,CD0017,12-11-2019,1,2,Parking ticket,1,Cash,Offline,20
790,CD0037,10-11-2019,0,3,Daily Pass,4,Online Payment,Offline,150
791,CD0075,24-06-2020,0,3,Daily Pass,1,Cash,Online,150
792,CD0103,13-12-2019,0,3,Daily Pass,2,Credit Card,Offline,150
793,CD0083,03-12-2019,0,3,Daily Pass,2,Credit Card,Online,150
794,CD0037,19-02-2020,0,2,Parking ticket,3,Debit Card,Online,20
795,CD0036,04-12-2019,0,2,Parking ticket,2,Credit Card,Online,20
796,CD0067,23-02-2020,1,3,Daily Pass,1,Cash,Offline,120
797,CD0063,08-03-2020,0,3,Daily Pass,1,Cash,Online,150
798,CD0098,17-06-2020,0,1,Annual pass,3,Debit Card,Online,800
799,CD0082,06-12-2019,0,2,Parking ticket,4,Online Payment,Online,20
800,CD0106,31-01-2020,0,3,Daily Pass,4,Online Payment,Offline,150
801,CD0095,18-03-2020,1,3,Daily Pass,2,Credit Card,Online,120
802,CD0121,04-04-2020,1,1,Annual pass,2,Credit Card,Offline,700
803,CD0085,31-12-2019,1,3,Daily Pass,3,Debit Card,Offline,120
804,CD0124,02-02-2020,1,1,Annual pass,1,Cash,Online,700
805,CD0026,24-01-2020,0,2,Parking ticket,1,Cash,Offline,20
806,CD0102,12-03-2020,0,3,Daily Pass,4,Online Payment,Offline,150
807,CD0130,20-03-2020,0,2,Parking ticket,1,Cash,Online,20
808,CD0024,04-12-2019,0,1,Annual pass,1,Cash,Online,800
809,CD0005,26-12-2019,0,3,Daily Pass,3,Debit Card,Offline,150
810,CD0065,31-05-2020,0,2,Parking ticket,1,Cash,Online,20
811,CD0022,16-12-2019,0,2,Parking ticket,1,Cash,Offline,20
812,CD0083,18-07-2020,0,3,Daily Pass,2,Credit Card,Online,150
813,CD0086,18-04-2020,1,3,Daily Pass,1,Cash,Offline,120
814,CD0015,05-07-2020,1,2,Parking ticket,3,Debit Card,Online,20
815,CD0143,02-12-2019,1,3,Daily Pass,2,Credit Card,Offline,120
816,CD0098,23-06-2020,1,1,Annual pass,1,Cash,Online,700
817,CD0086,30-01-2020,1,1,Annual pass,1,Cash,Offline,700
818,CD0034,08-02-2020,1,1,Annual pass,4,Online Payment,Online,700
819,CD0131,26-12-2019,1,1,Annual pass,4,Online Payment,Offline,700
820,CD0087,07-04-2020,1,2,Parking ticket,3,Debit Card,Offline,20
821,CD0066,09-02-2020,1,3,Daily Pass,1,Cash,Offline,120
822,CD0019,19-05-2020,1,1,Annual pass,4,Online Payment,Offline,700
823,CD0115,24-03-2020,1,3,Daily Pass,4,Online Payment,Online,120
824,CD0057,10-07-2020,0,2,Parking ticket,2,Credit Card,Online,20
825,CD0016,21-03-2020,0,2,Parking ticket,4,Online Payment,Online,20
826,CD0045,07-02-2020,1,3,Daily Pass,4,Online Payment,Offline,120
827,CD0054,11-07-2020,0,1,Annual pass,1,Cash,Online,800
828,CD0069,13-06-2020,0,3,Daily Pass,2,Credit Card,Online,150
829,CD0075,18-12-2019,0,2,Parking ticket,3,Debit Card,Offline,20
830,CD0063,11-12-2019,0,2,Parking ticket,1,Cash,Offline,20
831,CD0011,11-12-2019,0,1,Annual pass,4,Online Payment,Offline,800
832,CD0005,11-03-2020,0,1,Annual pass,2,Credit Card,Online,800
833,CD0014,25-03-2020,1,2,Parking ticket,3,Debit Card,Offline,20
834,CD0041,06-11-2019,0,3,Daily Pass,2,Credit Card,Offline,150
835,CD0140,25-07-2020,0,1,Annual pass,3,Debit Card,Online,800
836,CD0083,02-08-2020,0,2,Parking ticket,4,Online Payment,Offline,20
837,CD0032,26-02-2020,1,1,Annual pass,4,Online Payment,Online,700
838,CD0001,11-08-2020,1,1,Annual pass,3,Debit Card,Online,700
839,CD0122,28-05-2020,0,3,Daily Pass,3,Debit Card,Offline,150
840,CD0087,29-01-2020,0,1,Annual pass,4,Online Payment,Offline,800
841,CD0018,12-02-2020,0,1,Annual pass,3,Debit Card,Offline,800
842,CD0090,31-01-2020,0,2,Parking ticket,2,Credit Card,Offline,20
843,CD0036,10-05-2020,0,2,Parking ticket,4,Online Payment,Online,20
844,CD0064,26-03-2020,1,3,Daily Pass,4,Online Payment,Offline,120
845,CD0144,30-06-2020,1,3,Daily Pass,3,Debit Card,Online,120
846,CD0134,01-08-2020,0,1,Annual pass,4,Online Payment,Online,800
847,CD0009,31-05-2020,0,1,Annual pass,2,Credit Card,Online,800
848,CD0042,10-11-2019,1,3,Daily Pass,1,Cash,Online,120
849,CD0106,30-11-2019,1,1,Annual pass,3,Debit Card,Offline,700
850,CD0086,01-06-2020,1,3,Daily Pass,1,Cash,Offline,120
851,CD0062,16-01-2020,1,2,Parking ticket,4,Online Payment,Offline,20
852,CD0017,12-05-2020,0,2,Parking ticket,4,Online Payment,Offline,20
853,CD0118,21-11-2019,0,3,Daily Pass,2,Credit Card,Offline,150
854,CD0124,12-11-2019,0,1,Annual pass,4,Online Payment,Offline,800
855,CD0113,05-01-2020,0,1,Annual pass,1,Cash,Offline,800
856,CD0120,06-12-2019,0,3,Daily Pass,3,Debit Card,Online,150
857,CD0148,03-02-2020,1,3,Daily Pass,3,Debit Card,Online,120
858,CD0108,11-06-2020,1,3,Daily Pass,4,Online Payment,Online,120
859,CD0038,22-05-2020,0,1,Annual pass,3,Debit Card,Online,800
860,CD0073,12-04-2020,0,1,Annual pass,1,Cash,Online,800
861,CD0038,21-11-2019,0,3,Daily Pass,1,Cash,Offline,150
862,CD0122,01-05-2020,0,3,Daily Pass,4,Online Payment,Online,150
863,CD0072,31-01-2020,0,2,Parking ticket,3,Debit Card,Online,20
864,CD0005,27-04-2020,1,1,Annual pass,4,Online Payment,Online,700
865,CD0050,26-04-2020,1,2,Parking ticket,4,Online Payment,Online,20
866,CD0051,27-11-2019,0,1,Annual pass,1,Cash,Online,800
867,CD0029,09-06-2020,1,1,Annual pass,4,Online Payment,Offline,700
868,CD0023,10-08-2020,0,3,Daily Pass,1,Cash,Online,150
869,CD0137,04-12-2019,0,1,Annual pass,4,Online Payment,Offline,800
870,CD0117,04-07-2020,0,2,Parking ticket,1,Cash,Online,20
871,CD0147,07-03-2020,1,1,Annual pass,1,Cash,Offline,700
872,CD0051,23-12-2019,0,1,Annual pass,1,Cash,Online,800
873,CD0064,22-12-2019,0,2,Parking ticket,2,Credit Card,Offline,20
874,CD0041,25-01-2020,0,2,Parking ticket,4,Online Payment,Online,20
875,CD0099,26-11-2019,1,3,Daily Pass,3,Debit Card,Offline,120
876,CD0065,03-06-2020,1,1,Annual pass,3,Debit Card,Online,700
877,CD0101,29-03-2020,0,1,Annual pass,4,Online Payment,Online,800
878,CD0057,21-02-2020,0,2,Parking ticket,4,Online Payment,Online,20
879,CD0057,26-05-2020,0,1,Annual pass,3,Debit Card,Offline,800
880,CD0107,18-03-2020,0,2,Parking ticket,4,Online Payment,Offline,20
881,CD0008,11-03-2020,1,2,Parking ticket,4,Online Payment,Offline,20
882,CD0005,09-01-2020,0,2,Parking ticket,1,Cash,Online,20
883,CD0112,15-01-2020,1,3,Daily Pass,3,Debit Card,Offline,120
884,CD0080,14-02-2020,1,1,Annual pass,3,Debit Card,Offline,700
885,CD0121,25-06-2020,0,2,Parking ticket,4,Online Payment,Offline,20
886,CD0132,30-01-2020,1,2,Parking ticket,2,Credit Card,Offline,20
887,CD0050,08-01-2020,0,1,Annual pass,1,Cash,Offline,800
888,CD0069,19-06-2020,1,2,Parking ticket,3,Debit Card,Offline,20
889,CD0034,21-11-2019,1,1,Annual pass,3,Debit Card,Online,700
890,CD0141,30-04-2020,1,3,Daily Pass,1,Cash,Online,120
891,CD0085,01-04-2020,1,3,Daily Pass,4,Online Payment,Online,120
892,CD0039,16-04-2020,0,2,Parking ticket,2,Credit Card,Online,20
893,CD0076,21-03-2020,1,1,Annual pass,3,Debit Card,Online,700
894,CD0001,23-05-2020,1,1,Annual pass,1,Cash,Online,700
895,CD0013,18-01-2020,1,1,Annual pass,2,Credit Card,Offline,700
896,CD0093,17-12-2019,0,1,Annual pass,4,Online Payment,Offline,800
897,CD0016,25-05-2020,0,2,Parking ticket,1,Cash,Online,20
898,CD0012,25-03-2020,0,3,Daily Pass,2,Credit Card,Online,150
899,CD0005,16-05-2020,1,2,Parking ticket,4,Online Payment,Offline,20
900,CD0144,13-12-2019,1,3,Daily Pass,4,Online Payment,Offline,120
901,CD0055,17-02-2020,1,2,Parking ticket,1,Cash,Online,20
902,CD0069,29-12-2019,1,1,Annual pass,4,Online Payment,Online,700
903,CD0027,20-01-2020,1,1,Annual pass,3,Debit Card,Offline,700
904,CD0037,28-01-2020,0,2,Parking ticket,1,Cash,Offline,20
905,CD0108,19-12-2019,1,2,Parking ticket,1,Cash,Offline,20
906,CD0027,04-07-2020,0,3,Daily Pass,2,Credit Card,Online,150
907,CD0089,02-08-2020,1,1,Annual pass,1,Cash,Online,700
908,CD0106,13-03-2020,0,3,Daily Pass,3,Debit Card,Online,150
909,CD0149,11-12-2019,0,2,Parking ticket,2,Credit Card,Offline,20
910,CD0133,07-03-2020,0,3,Daily Pass,4,Online Payment,Offline,150
911,CD0083,29-06-2020,0,1,Annual pass,1,Cash,Offline,800
912,CD0084,25-07-2020,0,1,Annual pass,1,Cash,Offline,800
913,CD0048,14-02-2020,1,3,Daily Pass,2,Credit Card,Online,120
914,CD0016,02-05-2020,1,3,Daily Pass,4,Online Payment,Offline,120
915,CD0136,28-06-2020,1,2,Parking ticket,1,Cash,Offline,20
916,CD0026,14-07-2020,1,1,Annual pass,4,Online Payment,Offline,700
917,CD0116,27-04-2020,1,2,Parking ticket,3,Debit Card,Online,20
918,CD0129,24-03-2020,1,2,Parking ticket,1,Cash,Offline,20
919,CD0094,29-06-2020,0,2,Parking ticket,1,Cash,Online,20
920,CD0145,06-06-2020,0,3,Daily Pass,4,Online Payment,Offline,150
921,CD0072,18-05-2020,0,3,Daily Pass,3,Debit Card,Offline,150
922,CD0029,26-06-2020,0,2,Parking ticket,4,Online Payment,Offline,20
923,CD0027,31-07-2020,1,1,Annual pass,1,Cash,Online,700
924,CD0065,23-05-2020,1,1,Annual pass,4,Online Payment,Online,700
925,CD0058,06-04-2020,1,3,Daily Pass,3,Debit Card,Online,120
926,CD0009,01-07-2020,0,2,Parking ticket,4,Online Payment,Offline,20
927,CD0065,19-02-2020,0,1,Annual pass,4,Online Payment,Online,800
928,CD0037,13-04-2020,0,1,Annual pass,2,Credit Card,Online,800
929,CD0087,18-04-2020,1,3,Daily Pass,2,Credit Card,Online,120
930,CD0092,17-03-2020,0,3,Daily Pass,3,Debit Card,Online,150
931,CD0124,01-01-2020,0,3,Daily Pass,2,Credit Card,Online,150
932,CD0062,31-12-2019,0,3,Daily Pass,2,Credit Card,Offline,150
933,CD0049,29-04-2020,0,1,Annual pass,2,Credit Card,Offline,800
934,CD0105,19-03-2020,1,1,Annual pass,3,Debit Card,Online,700
935,CD0114,24-04-2020,1,3,Daily Pass,4,Online Payment,Online,120
936,CD0109,06-08-2020,0,1,Annual pass,2,Credit Card,Offline,800
937,CD0138,09-02-2020,1,2,Parking ticket,3,Debit Card,Online,20
938,CD0127,18-01-2020,1,3,Daily Pass,4,Online Payment,Online,120
939,CD0047,09-08-2020,1,1,Annual pass,3,Debit Card,Online,700
940,CD0003,17-11-2019,0,3,Daily Pass,4,Online Payment,Online,150
941,CD0026,09-12-2019,1,1,Annual pass,4,Online Payment,Offline,700
942,CD0029,30-05-2020,0,1,Annual pass,2,Credit Card,Offline,800
943,CD0009,01-12-2019,1,1,Annual pass,4,Online Payment,Offline,700
944,CD0077,02-12-2019,0,2,Parking ticket,3,Debit Card,Online,20
945,CD0069,04-03-2020,1,2,Parking ticket,4,Online Payment,Offline,20
946,CD0137,12-08-2020,1,3,Daily Pass,1,Cash,Offline,120
947,CD0131,24-04-2020,0,3,Daily Pass,2,Credit Card,Online,150
948,CD0114,10-03-2020,1,3,Daily Pass,2,Credit Card,Offline,120
949,CD0075,08-03-2020,1,2,Parking ticket,4,Online Payment,Online,20
950,CD0040,27-02-2020,1,1,Annual pass,4,Online Payment,Offline,700
951,CD0034,25-01-2020,1,3,Daily Pass,4,Online Payment,Offline,120
952,CD0041,19-07-2020,1,1,Annual pass,1,Cash,Offline,700
953,CD0105,30-05-2020,0,2,Parking ticket,3,Debit Card,Online,20
954,CD0089,21-12-2019,0,3,Daily Pass,4,Online Payment,Online,150
955,CD0041,27-07-2020,1,1,Annual pass,4,Online Payment,Online,700
956,CD0065,15-11-2019,1,3,Daily Pass,3,Debit Card,Online,120
957,CD0068,09-01-2020,0,2,Parking ticket,4,Online Payment,Offline,20
958,CD0007,02-04-2020,1,1,Annual pass,3,Debit Card,Offline,700
959,CD0102,23-11-2019,1,2,Parking ticket,2,Credit Card,Offline,20
960,CD0058,23-06-2020,1,2,Parking ticket,1,Cash,Offline,20
961,CD0096,09-06-2020,0,1,Annual pass,1,Cash,Offline,800
962,CD0134,26-04-2020,1,3,Daily Pass,2,Credit Card,Offline,120
963,CD0090,14-12-2019,0,1,Annual pass,4,Online Payment,Online,800
964,CD0002,16-04-2020,1,3,Daily Pass,1,Cash,Online,120
965,CD0051,23-01-2020,1,1,Annual pass,1,Cash,Offline,700
966,CD0009,19-11-2019,0,3,Daily Pass,3,Debit Card,Online,150
967,CD0022,15-11-2019,1,2,Parking ticket,3,Debit Card,Offline,20
968,CD0061,24-11-2019,1,3,Daily Pass,4,Online Payment,Online,120
969,CD0097,05-06-2020,1,3,Daily Pass,1,Cash,Online,120
970,CD0063,07-02-2020,1,3,Daily Pass,2,Credit Card,Offline,120
971,CD0128,05-03-2020,1,2,Parking ticket,4,Online Payment,Offline,20
972,CD0071,19-03-2020,0,3,Daily Pass,1,Cash,Online,150
973,CD0090,19-12-2019,1,3,Daily Pass,1,Cash,Online,120
974,CD0057,08-03-2020,0,1,Annual pass,1,Cash,Online,800
975,CD0046,09-04-2020,1,3,Daily Pass,4,Online Payment,Offline,120
976,CD0144,18-06-2020,1,1,Annual pass,4,Online Payment,Offline,700
977,CD0078,16-02-2020,0,2,Parking ticket,1,Cash,Offline,20
978,CD0118,25-11-2019,0,1,Annual pass,4,Online Payment,Offline,800
979,CD0093,17-05-2020,0,2,Parking ticket,2,Credit Card,Offline,20
980,CD0033,30-04-2020,0,1,Annual pass,3,Debit Card,Online,800
981,CD0116,17-11-2019,0,3,Daily Pass,4,Online Payment,Offline,150
982,CD0114,21-06-2020,1,1,Annual pass,1,Cash,Offline,700
983,CD0020,25-05-2020,0,1,Annual pass,4,Online Payment,Online,800
984,CD0069,18-06-2020,1,3,Daily Pass,1,Cash,Online,120
985,CD0047,23-11-2019,0,1,Annual pass,4,Online Payment,Online,800
986,CD0106,16-12-2019,1,3,Daily Pass,1,Cash,Online,120
987,CD0084,07-04-2020,0,1,Annual pass,4,Online Payment,Offline,800
988,CD0083,06-12-2019,1,3,Daily Pass,3,Debit Card,Online,120
989,CD0140,06-12-2019,1,3,Daily Pass,2,Credit Card,Online,120
990,CD0032,11-02-2020,1,3,Daily Pass,3,Debit Card,Online,120
991,CD0004,09-11-2019,1,1,Annual pass,4,Online Payment,Offline,700
992,CD0108,12-05-2020,1,1,Annual pass,2,Credit Card,Offline,700
993,CD0022,12-01-2020,1,3,Daily Pass,3,Debit Card,Online,120
994,CD0031,26-12-2019,0,2,Parking ticket,3,Debit Card,Offline,20
995,CD0045,15-12-2019,0,1,Annual pass,2,Credit Card,Offline,800
996,CD0104,06-05-2020,0,3,Daily Pass,1,Cash,Online,150
997,CD0117,23-12-2019,0,3,Daily Pass,3,Debit Card,Offline,150
998,CD0047,08-04-2020,1,1,Annual pass,2,Credit Card,Online,700
999,CD0124,19-03-2020,1,3,Daily Pass,3,Debit Card,Offline,120
1000,CD0038,27-07-2020,1,3,Daily Pass,3,Debit Card,Online,120
